source_id,designation_aw,tmass_designation,ra,dec,glon,glat,ecl_lat,b_band,parallax,parallax_error,pmra,pmdec,r_med_geo,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,M_G,j_m,h_m,ks_m,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,snr3,snr4,w3snr_aw,w4snr_aw,rmse,t_ds,gamma,gvar,verdict,verdict_reason,flag_v1_w3nm0,flag_v1_w4nm0,flag_v1_w3flg32,flag_v1_w4flg32,ph_qual_aw,ph_qual_as,flag_v2_release_inconsistent,flag_v3_subthreshold,p_chance_1as,v5_centroid,n1_flag,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf
1362835492874828928,J174237.24+471245.3,17423724+4712446,265.655157,47.212654,73.804011,30.893996,70.518089,outer_b30_50,3.677987,0.059554,-9.301314,40.2171,269.4945,1.108127,17.153364,18.470901,16.02654,10.000614,14.526,13.908,13.7,13.528,0.024,13.379,0.026,12.13,0.234,8.497,0.226,4.639744,4.803982,4.6,4.8,0.06422,130.508475,0.1,0.833775,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.6, W4 S/N 4.8) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.621628,False,False,1278.44,355.308,6.856,1.66
1371107973547799168,J154323.75+340932.8,15432373+3409334,235.848961,34.15906,54.56057,52.629605,51.957458,core_b50,3.5661,0.114631,10.758651,-39.917123,280.1203,1.21048,18.018787,19.370289,16.835918,10.782064,15.276,14.746,14.449,14.109,0.026,13.929,0.032,12.016,0.192,8.686,0.262,5.654688,4.143893,5.6,4.1,0.099422,150.847458,0.125521,1.00865,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",False,False,False,True,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.703332,False,False,1389.993,397.533,5.094,2.657
1381439573213902464,J162506.31+425317.7,16250636+4253174,246.2761,42.888312,67.579323,44.343848,63.027907,outer_b30_50,3.592181,0.04413,-64.334809,35.490927,276.1076,0.992655,16.670963,17.736816,15.644767,9.465571,14.367,13.781,13.663,13.428,0.024,13.23,0.027,11.51,0.122,8.224,0.189,8.89918,5.744444,8.9,5.7,0.183637,140.677966,0.1,0.798192,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.906617,False,False,1315.151,377.509,4.252,2.675
1394343815338758016,J152346.96+440917.9,15234692+4409181,230.945739,44.154958,72.250534,55.106279,59.399496,core_b50,4.026191,0.071447,31.380503,-20.310243,246.22305,0.973429,17.619678,19.251194,16.449654,10.663034,14.821,14.177,13.794,13.81,0.024,13.663,0.029,12.499,0.264,8.578,0.21,4.1125,5.17,4.1,5.2,0.072505,130.508475,0.1,0.994661,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AACU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.151616,False,False,1301.034,370.506,3.211,1.991
1396628394342768768,J154523.94+440815.0,15452395+4408148,236.349753,44.137483,70.676208,51.345234,61.229704,core_b50,5.553669,0.080707,-9.15619,-1.01238,179.10464,1.013152,17.767595,19.444279,16.523354,11.502061,14.714,14.119,13.889,13.695,0.024,13.462,0.026,11.59,0.118,8.678,0.23,9.200847,4.720435,9.2,4.7,0.075886,161.016949,0.1,0.928655,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.57413,False,False,1274.142,361.161,3.101,2.62
1396732504350284928,J155347.51+440609.7,15534754+4406097,238.447927,44.102712,70.194571,49.869955,61.876305,outer_b30_50,4.711756,0.118978,-23.887468,-0.348127,211.86365,0.950931,18.536934,20.557858,17.28189,11.906652,15.368,14.692,14.431,14.209,0.025,13.997,0.031,12.429,0.247,8.127,0.167,4.395547,6.501198,4.4,6.5,0.134726,130.508475,0.213329,0.970687,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.384828,False,False,1256.155,355.881,5.389,1.842
1402023873994665600,J153508.87+484341.0,15350890+4843409,233.786917,48.728038,78.556305,51.83769,64.325288,core_b50,3.913026,0.071836,-23.456177,-4.402933,253.2233,1.030111,17.652182,19.129065,16.46551,10.634664,14.822,14.126,14.096,13.701,0.024,13.473,0.026,11.829,0.141,8.836,0.284,7.7,3.822887,7.7,3.8,0.13282,150.847458,0.1,0.825266,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.366152,False,False,1253.965,355.923,2.906,2.815
1424177207932416384,J163234.97+515805.2,16323498+5158050,248.145687,51.96814,79.823452,42.176798,71.828894,outer_b30_50,5.015708,0.048025,-9.515332,6.199497,198.25362,1.060546,16.817133,18.236172,15.636639,10.331027,14.046,13.453,13.263,13.012,0.024,12.818,0.024,11.118,0.073,8.33,0.134,14.872603,8.102239,14.9,8.1,0.179724,150.847458,0.1,0.869981,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.069403,False,False,1191.147,332.836,4.189,2.037
1431539194194704256,J162944.54+581514.7,16294459+5815147,247.435522,58.254028,88.170035,41.237654,76.777026,outer_b30_50,4.506422,0.109007,-30.402597,-14.253378,218.8239,1.056263,18.266537,20.113314,16.99974,11.566063,15.181,14.66,14.354,14.127,0.024,13.932,0.028,12.304,0.169,8.963,0.219,6.42426,4.957534,6.4,5.0,0.034679,150.847458,0.1,1.002435,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.05211,False,False,1184.847,330.827,4.769,2.429
1431609528579630720,J163914.20+575227.5,16391420+5752274,249.809127,57.874342,87.283126,40.111609,77.299062,outer_b30_50,3.321634,0.077397,-7.193331,14.301478,297.68088,1.029641,17.568346,18.95066,16.415329,10.199591,14.851,14.227,13.995,13.838,0.023,13.691,0.026,12.99,0.293,9.469,0.294,3.705461,3.692857,3.7,3.7,0.157099,100.0,0.1,0.754623,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 3.7) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.002767,False,False,1163.133,325.549,4.2,2.286
1433390874855769984,J170147.17+570228.3,17014721+5702285,255.446535,57.041228,85.570207,37.266108,78.317794,outer_b30_50,4.429722,0.207802,-1.930655,13.483743,228.14157,1.025573,19.226667,21.060507,18.023989,12.435645,16.165,15.694,15.26,15.077,0.028,14.867,0.042,12.542,0.18,8.486,0.127,6.031667,8.548819,6.0,8.5,0.107243,130.508475,0.311583,0.831598,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.001614,False,False,1161.703,327.022,5.51,3.384
1440396413192011904,J172119.96+632301.2,17211996+6323016,260.333172,63.383623,92.953684,34.084645,84.830542,outer_b30_50,3.887271,0.076186,0.357323,-30.327419,253.47762,0.966899,17.57876,19.022312,16.409323,10.559062,14.839,14.228,14.146,13.831,0.025,13.656,0.026,13.107,0.258,9.456,0.262,4.20814,4.143893,4.2,4.2,0.133302,100.0,0.1,0.81424,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.2, W4 S/N 4.2) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1091.71,307.448,0.0,0.0
1440621778715462400,J174306.45+640406.9,17430652+6404061,265.776821,64.06869,93.531184,31.627766,86.94838,outer_b30_50,4.323188,0.084891,-32.309007,68.903553,229.3804,0.983502,17.854578,19.66467,16.59702,11.051796,14.775,14.118,13.853,13.676,0.024,13.497,0.025,12.442,0.179,8.527,0.157,6.065363,6.915287,6.1,6.9,0.149039,130.508475,0.107871,0.845792,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.137653,False,False,1213.683,333.953,3.286,2.224
1440744206758891264,J175241.60+643444.9,17524161+6434447,268.173299,64.579182,94.09595,30.576711,87.879544,outer_b30_50,3.763118,0.047156,-10.684355,13.532019,262.97385,0.993812,16.88858,18.256495,15.741163,9.789017,14.222,13.554,13.267,13.181,0.061,13.058,0.023,12.167,0.168,8.532,0.169,6.4625,6.42426,6.5,6.4,0.142494,120.338983,0.1,0.925719,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.190915,False,False,1229.573,337.776,4.536,2.654
1454377876065287936,J140622.99+315648.6,14062295+3156492,211.595878,31.94681,53.9095,73.027596,41.476207,core_b50,10.66303,0.10331,36.676459,-42.897986,93.01018,1.004847,17.489033,19.43221,16.170622,12.646381,14.282,13.674,13.374,13.174,0.024,12.947,0.026,12.007,0.248,8.728,0.307,4.377823,3.536482,4.4,3.5,0.184494,110.169492,0.1,0.928815,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.4, W4 S/N 3.5) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.700787,False,False,1557.325,462.74,4.092,1.564
1473407875425581312,J132728.34+352444.7,13272841+3524445,201.867907,35.412492,82.289983,78.701152,40.722278,core_b50,8.267703,0.100673,-86.103657,31.137244,120.44082,1.013377,17.671494,19.590042,16.356785,12.267625,14.393,13.784,13.507,13.283,0.024,13.048,0.026,12.065,0.229,8.688,0.27,4.741048,4.021111,4.7,4.0,0.119248,120.338983,0.1,1.049185,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.7, W4 S/N 4.0) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.858365,False,False,1587.977,476.619,6.789,2.49
1477380273498107264,J141813.45+312425.1,14181345+3124253,214.556034,31.406988,50.875926,70.6305,42.119541,core_b50,4.37758,0.106325,-5.021916,7.477045,226.4708,0.978975,17.740288,19.382835,16.548616,10.965227,14.84,14.242,13.995,13.838,0.025,13.646,0.031,11.902,0.208,8.523,0.306,5.219712,3.548039,5.2,3.5,0.022115,150.847458,0.1,0.921438,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.634101,False,False,1535.568,456.921,3.821,2.378
1480875865777271296,J141916.99+352354.7,14191701+3523544,214.820698,35.398517,62.195024,69.546914,45.775135,core_b50,3.898689,0.068162,-34.229437,18.985857,254.27148,0.994992,17.221653,18.616228,16.068995,10.195165,14.59,13.961,13.699,13.551,0.024,13.356,0.029,12.063,0.257,8.635,0.275,4.224514,3.948,4.2,3.9,0.100677,130.508475,0.1,1.019177,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.2, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.298338,False,False,1468.817,432.75,6.545,2.261
1487185310172421120,J144409.02+390344.8,14440905+3903454,221.037509,39.062336,67.0858,63.700093,51.347402,core_b50,5.208435,0.164331,-28.785481,-56.141021,189.667,1.036283,18.706465,20.789839,17.407146,12.316506,15.416,14.739,14.433,14.15,0.026,13.942,0.032,11.907,0.178,8.516,0.226,6.099438,4.803982,6.1,4.8,0.131278,150.847458,0.169955,0.927699,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.813081,False,False,1409.836,408.041,4.57,1.345
1505521075316358656,J141053.19+450702.5,14105318+4507023,212.721674,45.117446,86.765065,66.029553,53.304031,core_b50,4.058762,0.047043,8.713409,19.668519,244.12999,0.990887,16.604261,17.779783,15.530929,9.666155,14.135,13.601,13.347,13.219,0.025,13.081,0.025,11.785,0.193,8.405,0.223,5.625389,4.86861,5.6,4.9,0.195593,120.338983,0.1,0.842237,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.605723,False,False,1367.052,397.867,0.0,0.0
1526641731613608064,J131513.06+441634.2,13151310+4416344,198.804367,44.276136,108.894408,72.198234,47.080602,core_b50,7.719105,0.057572,-42.633588,-26.444189,128.71043,1.009004,17.009382,18.634571,15.776808,11.461313,14.052,13.467,13.199,13.04,0.024,12.85,0.025,11.433,0.161,7.667,0.135,6.743478,8.042222,6.7,8.0,0.066643,130.508475,0.125521,0.941151,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.395062,False,False,1489.448,439.559,2.399,2.003
1572246759514111104,J121915.56+534739.4,12191558+5347398,184.814812,53.79423,133.308486,62.680952,49.467611,core_b50,11.786513,0.055835,-17.048952,-32.141677,84.57113,0.924618,17.108639,19.108892,15.805552,12.472528,13.843,13.309,13.015,12.794,0.023,12.586,0.023,11.974,0.178,8.678,0.231,6.099438,4.7,6.1,4.7,0.162764,100.0,0.1,1.136897,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.374939,False,False,1496.246,436.355,6.142,2.545
1586970285360406784,J150009.93+452210.7,15000996+4522108,225.041319,45.36972,77.003517,58.614731,58.285058,core_b50,4.147165,0.095978,-27.107597,14.207368,237.90091,1.262832,17.652187,18.706367,16.301495,10.770206,14.658,14.048,13.746,13.522,0.024,13.345,0.027,10.859,0.077,8.544,0.201,14.1,5.401493,14.1,5.4,0.120675,211.864407,0.1,1.462801,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.245757,False,False,1319.174,377.283,4.751,2.415
1589814545848457984,J144923.69+454535.6,14492371+4545354,222.348882,45.75988,79.336201,60.129191,57.591808,core_b50,3.710596,0.188714,11.240789,6.256102,267.64255,1.050173,18.841335,20.687033,17.588682,11.703559,15.794,15.124,14.687,14.777,0.029,14.541,0.044,12.185,0.264,8.846,0.272,4.1125,3.991544,4.1,4.0,0.083471,161.016949,0.157554,0.941337,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 4.0) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.223833,False,False,1315.383,378.541,4.102,2.728
1595136800601456256,J152955.52+504606.4,15295558+5046069,232.481309,50.768346,82.130752,51.884886,65.535317,core_b50,3.376634,0.063375,-40.218488,-59.153681,293.25717,0.989062,17.493061,19.04906,16.30508,10.156818,14.624,14.164,13.832,13.636,0.024,13.445,0.025,11.777,0.13,8.582,0.184,8.351538,5.900543,8.3,5.9,0.135875,150.847458,0.1,0.83702,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.397971,False,False,1257.581,355.405,0.0,0.859
1597694887419073792,J153816.44+532652.2,15381646+5326518,234.568483,53.447855,85.206042,49.639811,68.443193,outer_b30_50,4.650582,0.103031,-11.254423,19.370894,212.58159,1.120107,17.976233,20.054499,16.811699,11.338605,14.981,14.31,14.031,13.809,0.024,13.631,0.027,12.246,0.218,9.151,0.285,4.980275,3.809474,5.0,3.8,0.180777,140.677966,0.1,0.980903,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",False,True,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.278764,False,False,1244.421,349.795,2.912,1.524
1623533135793883392,J161047.82+600319.0,16104786+6003193,242.699287,60.055306,91.508243,42.97053,76.274669,outer_b30_50,3.660727,0.064227,-17.141529,-6.462758,270.66846,0.980207,17.517746,18.899181,16.379324,10.355558,14.874,14.219,14.123,13.841,0.023,13.652,0.026,11.878,0.123,8.627,0.185,8.826829,5.868649,8.8,5.9,0.071739,150.847458,0.1,0.840331,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.10422,False,False,1202.904,336.435,0.0,0.44
1628175514404937472,J161301.19+612644.7,16130119+6126453,243.255035,61.445674,93.122116,42.199176,77.337141,outer_b30_50,4.436777,0.050541,9.222677,-60.118167,223.35164,1.041055,17.041916,18.46144,15.875694,10.29697,14.34,13.729,13.505,13.343,0.023,13.189,0.024,12.477,0.241,9.141,0.308,4.504979,3.525,4.5,3.5,0.193196,100.0,0.1,0.850299,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.5, W4 S/N 3.5) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABC,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.079087,False,False,1194.203,335.78,0.0,0.0
1629173252487554304,J163348.96+644445.5,16334899+6444459,248.453987,64.745945,96.071186,38.825457,80.982298,outer_b30_50,6.574535,0.054535,-9.392514,-29.477556,150.78471,0.972139,17.104456,18.6897,15.88132,11.212669,14.241,13.628,13.387,13.168,0.024,12.976,0.023,12.317,0.213,8.915,0.259,5.097183,4.191892,5.1,4.2,0.167121,100.0,0.1,1.014291,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.103758,False,False,1202.822,338.781,5.054,3.073
1635527158387254528,J170848.34+661003.0,17084842+6610025,257.201275,66.167569,96.550723,34.946749,84.862762,outer_b30_50,4.459117,0.093092,-37.823243,45.531033,221.21959,0.928623,18.149984,20.150154,16.930712,11.425866,15.043,14.436,14.329,13.966,0.025,13.814,0.029,12.826,0.23,8.701,0.156,4.720435,6.959615,4.7,6.9,0.117583,120.338983,0.1354,1.019453,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.043809,False,False,1181.629,333.508,4.154,2.407
1638984740202462080,J174911.37+710416.4,17491138+7104161,267.297388,71.071246,101.647757,30.582597,85.38609,outer_b30_50,3.797311,0.088354,-6.247844,19.252326,262.4253,1.125101,17.81436,19.36891,16.627773,10.719331,14.943,14.438,14.21,14.011,0.024,13.861,0.028,12.207,0.152,8.595,0.154,7.142763,7.05,7.1,7.0,0.030873,140.677966,0.116362,1.132611,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AACU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.150334,False,False,1218.022,337.189,5.496,2.829
1640781823238064384,J152819.02+633543.0,15281903+6335432,232.079184,63.595257,99.214689,45.646427,74.010338,outer_b30_50,6.328541,0.085583,-14.906689,-24.231961,156.90727,1.092527,17.73898,19.413008,16.490795,11.760765,14.569,14.1,13.854,13.641,0.024,13.451,0.026,12.401,0.237,9.072,0.299,4.581013,3.631104,4.6,3.6,0.163364,120.338983,0.1,0.857744,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.6, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.217431,False,False,1235.262,349.445,5.397,1.575
1647484411760976384,J153344.16+690053.3,15334414+6900535,233.434018,69.014817,104.694291,41.900049,76.178264,outer_b30_50,5.776269,0.142015,8.39623,-12.963835,172.77205,1.081242,18.449045,19.92961,17.24127,12.261678,15.189,14.639,14.257,14.199,0.025,13.964,0.028,12.376,0.201,7.795,0.095,5.401493,11.428421,5.4,11.4,0.110329,110.169492,0.336108,0.85992,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'A' in AllWISE,True,False,False,False,AABA,AACU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.124741,False,False,1209.294,344.068,5.429,2.58
1652478604029928832,J174914.29+734521.2,17491429+7345213,267.30952,73.755925,104.744434,30.299504,82.748902,outer_b30_50,3.413744,0.084997,-4.967633,8.254848,288.54065,0.998314,17.78384,19.428726,16.660112,10.482805,14.919,14.294,14.121,13.874,0.024,13.712,0.026,12.353,0.197,9.028,0.274,5.511168,3.962409,5.5,4.0,0.136135,140.677966,0.1,0.955487,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.188148,False,False,1228.64,340.394,3.994,2.768
1655384475821985280,J170213.91+734227.8,17021397+7342269,255.557837,73.707845,105.534123,33.517521,81.379826,outer_b30_50,3.375282,0.025749,-23.728941,80.438346,293.18082,1.049164,15.492406,16.420256,14.553923,8.156728,13.375,12.745,12.55,12.441,0.023,12.395,0.022,11.294,0.091,7.674,0.108,11.930769,10.052778,12.0,10.1,0.177785,120.338983,0.1,0.721625,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.131197,False,False,1211.857,338.699,5.66,1.73
1660610415933587968,J141643.56+610914.7,14164348+6109150,214.181478,61.154053,105.955165,53.072397,65.707775,core_b50,3.923478,0.281048,29.894618,-24.637371,254.34723,1.06376,19.76673,21.583214,18.44288,12.739595,16.198,15.824,15.487,15.295,0.032,14.816,0.048,12.094,0.229,8.943,0.305,4.741048,3.559672,4.7,3.6,0.108395,171.186441,0.23012,0.71953,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.7, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,True,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.735993,False,False,1289.959,368.103,6.716,3.96
1668485569183395456,J141929.74+653622.9,14192971+6536228,214.873945,65.606437,109.250399,49.116809,68.358713,outer_b30_50,5.731861,0.07091,11.121811,14.715067,173.19365,1.041974,17.448282,18.837545,16.14085,11.255622,14.419,13.871,13.566,13.256,0.023,13.013,0.024,10.781,0.063,8.544,0.204,17.233333,5.322059,17.3,5.3,0.155095,201.694915,0.1,0.973056,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.447314,False,False,1262.846,360.449,4.289,1.914
1705096798128940032,J171330.87+773609.5,17133084+7736090,258.378619,77.602738,109.664734,31.636534,78.44599,outer_b30_50,4.429136,0.063151,-3.384954,51.733243,223.60161,1.018537,17.288668,18.768705,16.11266,10.541293,14.5,13.999,13.81,13.528,0.023,13.38,0.026,12.398,0.216,8.897,0.241,5.026389,4.504979,5.0,4.5,0.146293,120.338983,0.1,0.779734,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; w3nm = 0: never detected in a single exposure; release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",True,True,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.240258,False,False,1238.712,344.193,6.259,2.957
