source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
4616146191642331008,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,569.4737958197932,106.75301,,v2_main,231,73,608,0.1438,0.00321,,6p_constrained_colour,0.0241,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.14 = 0.03x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.4821 mas; chi2 606.3; n_outliers 0
2058205713339121536,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,895.3172745949513,14.122249,,v2_main,232,73,608,0.1438,0.00321,,6p_constrained_colour,0.0246,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.14 = 0.03x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.4821 mas; chi2 606.3; n_outliers 0
6081541719686045952,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,594.1562818735827,79.67806,,v2_main,233,97,637,-0.8864,1.001305,,6p_constrained_colour,0.0554,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.89 = 0.18x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.0090 mas; chi2 599.4; n_outliers 0
1456415026297476992,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,657.4881994195624,30.853424,,v2_main,234,88,702,1.3885,-0.002339,,6p_constrained_colour,0.0205,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.39 = 0.28x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.3533 mas; chi2 748.4; n_outliers 0
2986866458326008448,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,694.3773174548614,41.45741,,v2_main,235,62,515,1.2167,0.00265,,6p_constrained_colour,0.0157,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.22 = 0.24x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.3234 mas; chi2 548.1; n_outliers 0
6005815502025092992,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,209.89991375829,73.244484,,v2_main,236,88,702,1.3885,-0.002339,,6p_constrained_colour,0.0166,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.39 = 0.28x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.3533 mas; chi2 748.4; n_outliers 0
1349949010439190912,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,127.73539631364773,19.157179,,v2_main,237,,,,,,,,NO_DATA,orbit_reality,epoch_astrometry_f2,LOW,DataLink served no epoch astrometry,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,no epoch astrometry served
6225739641707165440,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,114.73455578900558,37.25318,,v2_main,238,81,649,1.435,0.997734,,6p_constrained_colour,0.0156,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.44 = 0.29x the gate 5.0 (<= 0.50x = HIGH),False,False,True,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.0122 mas; chi2 695.1; n_outliers 0
5356232897165970432,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,1179.9808904960412,8.021044,,retrieval_pr999,239,90,558,186.5027,25.631659,,6p_constrained_colour,0.0166,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 186.50 = 37.30x the gate 5.0 (>= 2.0x = HIGH),False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.1062 mas; chi2 58847.3; n_outliers 0
5593444799901901696,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,1038.7902132799031,6.4548907,,retrieval_pr999,240,77,558,893.9707,1.960751,,6p_constrained_colour,0.0178,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 893.97 = 178.79x the gate 5.0 (>= 2.0x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:27:59Z,m6_cache_20260824T182748,sigma_parallax 0.5213 mas; chi2 3748334.9; n_outliers 0
2071382226300926848,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,996.1046709150072,18.31553,,v2_main,241,97,637,-0.8864,1.001305,,6p_constrained_colour,0.0187,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.89 = 0.18x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0090 mas; chi2 599.4; n_outliers 0
5580526947012630912,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,654.3255682460206,12.8758335,,v2_main,242,77,558,893.9707,1.960751,,6p_constrained_colour,0.0166,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 893.97 = 178.79x the gate 5.0 (>= 2.0x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.5213 mas; chi2 3748334.9; n_outliers 0
5835518743163171840,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,1157.4059503652632,6.30209,,retrieval_pr999,243,95,781,1.5513,10.106683,,6p_constrained_colour,0.0176,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.55 = 0.31x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0092 mas; chi2 837.0; n_outliers 0
5530442371304582912,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,498.8305431951074,29.014305,,v2_main,244,,,,,,,,NO_DATA,orbit_reality,epoch_astrometry_f2,LOW,DataLink served no epoch astrometry,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,no epoch astrometry served
1434445448240677376,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,572.4227597979572,82.50039,,v2_main,245,74,576,0.4899,4.942145,,6p_constrained_colour,0.0161,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.49 = 0.10x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0140 mas; chi2 586.0; n_outliers 0
2196619383835483648,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,582.230716142507,28.291021,,v2_main,246,74,576,0.4899,4.942145,,6p_constrained_colour,0.0171,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.49 = 0.10x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0140 mas; chi2 586.0; n_outliers 0
3389767036738482432,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,717.2313897113473,55.49234,,v2_main,247,115,824,31.526,13.624072,,6p_constrained_colour,0.0171,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 31.53 = 6.31x the gate 5.0 (>= 2.0x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0111 mas; chi2 2869.0; n_outliers 0
5446811042991543040,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,552.4595328130824,46.345573,,v2_main,248,75,597,-0.1178,0.926211,,6p_constrained_colour,0.0175,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.12 = 0.02x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0141 mas; chi2 586.3; n_outliers 0
2366362710482784000,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,724.1279675487257,55.964443,,v2_main,249,88,702,1.3885,-0.002339,,6p_constrained_colour,0.0194,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.39 = 0.28x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.3533 mas; chi2 748.4; n_outliers 0
2856973972846420480,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,728.7965821398009,41.476128,,v2_main,250,97,637,-0.8864,1.001305,,6p_constrained_colour,0.0169,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.89 = 0.18x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0090 mas; chi2 599.4; n_outliers 0
563358391929838336,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,565.3030098663138,19.924084,,v2_main,251,4,36,0.1879,-852.187898,,6p_constrained_colour,0.0142,INCONCLUSIVE,orbit_reality,epoch_astrometry_f2,LOW,n_used 36 < MIN_TRANSITS 50: too few epochs to adjudicate the orbit,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 168642.0772 mas; chi2 30.8; n_outliers 0
2616906015627057536,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,878.8328568363262,7.3561726,,retrieval_pr999,252,75,597,-0.1178,0.926211,,6p_constrained_colour,0.0163,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.12 = 0.02x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0141 mas; chi2 586.3; n_outliers 0
5057007920103476864,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,859.0215119531128,48.352776,,v2_main,253,90,558,186.5027,25.631659,,6p_constrained_colour,0.0198,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 186.50 = 37.30x the gate 5.0 (>= 2.0x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.1062 mas; chi2 58847.3; n_outliers 0
1922876757004935424,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,613.3549605593579,97.060646,,v2_main,254,115,824,31.526,13.624072,,6p_constrained_colour,0.0187,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 31.53 = 6.31x the gate 5.0 (>= 2.0x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0111 mas; chi2 2869.0; n_outliers 0
1302010887584230784,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,680.5635978153236,46.43858,,v2_main,255,74,576,0.4899,4.942145,,6p_constrained_colour,0.0173,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.49 = 0.10x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0140 mas; chi2 586.0; n_outliers 0
2027582729629533696,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,777.2365012720429,54.34261,,v2_main,256,81,649,1.435,0.997734,,6p_constrained_colour,0.0177,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.44 = 0.29x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0122 mas; chi2 695.1; n_outliers 0
4930855178612914816,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,1440.8002524222995,9.033363,,retrieval_pr999,257,88,702,1.3885,-0.002339,,6p_constrained_colour,0.0163,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.39 = 0.28x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.3533 mas; chi2 748.4; n_outliers 0
1395978174949708288,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,543.1966350344964,46.762608,,v2_main,258,,,,,,,,NO_DATA,orbit_reality,epoch_astrometry_f2,LOW,DataLink served no epoch astrometry,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,no epoch astrometry served
1577111995387071232,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,612.5557629168849,64.87683,,v2_main,259,97,637,-0.8864,1.001305,,6p_constrained_colour,0.0197,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.89 = 0.18x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0090 mas; chi2 599.4; n_outliers 0
5882977513221448704,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,511.33627950777407,135.40639,,v2_main,260,95,781,1.5513,10.106683,,6p_constrained_colour,0.0213,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.55 = 0.31x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:00Z,m6_cache_20260824T182748,sigma_parallax 0.0092 mas; chi2 837.0; n_outliers 0
2168531087999553408,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,989.7787170930864,16.868946,,v2_main,261,73,608,0.1438,0.00321,,6p_constrained_colour,0.0151,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.14 = 0.03x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.4821 mas; chi2 606.3; n_outliers 0
3692114626793521152,Gaia DR4 M9 rehearsal Dec-scale fixture,,AstroSpectroSB1,gaiadr4.nss_two_body_orbit,1131.6086132699322,24.657982,,v2_main,262,88,702,1.3885,-0.002339,,6p_constrained_colour,0.0171,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.39 = 0.28x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.3533 mas; chi2 748.4; n_outliers 0
1792154616987433600,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,582.7703945550713,24.55307,,v2_main,263,62,515,1.2167,0.00265,,6p_constrained_colour,0.0201,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.22 = 0.24x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.3234 mas; chi2 548.1; n_outliers 0
1890314823227445376,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,1015.2865590898624,63.04906,,v2_main,264,90,558,186.5027,25.631659,,6p_constrained_colour,0.0191,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 186.50 = 37.30x the gate 5.0 (>= 2.0x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.1062 mas; chi2 58847.3; n_outliers 0
1201124064305883776,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,627.7416786731872,71.617424,,v2_main,265,74,576,0.4899,4.942145,,6p_constrained_colour,0.0163,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.49 = 0.10x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.0140 mas; chi2 586.0; n_outliers 0
4221795454309083776,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,860.3298207608074,30.85161,,v2_main,266,77,558,893.9707,1.960751,,6p_constrained_colour,0.0166,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 893.97 = 178.79x the gate 5.0 (>= 2.0x = HIGH),False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.5213 mas; chi2 3748334.9; n_outliers 0
4069921356289901312,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,568.3110642869209,121.48022,,v2_main,267,81,649,1.435,0.997734,,6p_constrained_colour,0.0175,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.44 = 0.29x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.0122 mas; chi2 695.1; n_outliers 0
1560077227379405568,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,537.852234266616,59.55276,,v2_main,268,62,515,1.2167,0.00265,,6p_constrained_colour,0.0184,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.22 = 0.24x the gate 5.0 (<= 0.50x = HIGH),False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.3234 mas; chi2 548.1; n_outliers 0
4320637632685061248,Gaia DR4 M9 rehearsal Dec-scale fixture,,Orbital,gaiadr4.nss_two_body_orbit,722.1925043690222,188.50595,,v2_main,269,81,462,0.5342,0.999329,,6p_constrained_colour,0.0185,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 0.53 = 0.11x the gate 5.0 (<= 0.50x = HIGH),False,True,True,False,False,False,False,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.1584 mas; chi2 471.6; n_outliers 0
5882914875430922496,Gaia DR4 M9 rehearsal Dec-scale fixture,,AstroSpectroSB1,gaiadr4.nss_two_body_orbit,1041.8554680096704,9.394618,,retrieval_pr999,270,95,781,1.5513,10.106683,,6p_constrained_colour,0.0193,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,|f2| 1.55 = 0.31x the gate 5.0 (<= 0.50x = HIGH),False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,"epoch_vet_harness 1.0 (M6, 2026-08-21)",5,Gaia DR4 M9 rehearsal Dec-scale fixture,RAW,0.1.2,2026-08-24T22:28:01Z,m6_cache_20260824T182748,sigma_parallax 0.0092 mas; chi2 837.0; n_outliers 0
