rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
288,B,"single tracklet, caveat-free",2025 NR266,1,P113JjX@F51/n59073,F51,4,1788.0,-5.82,0.080891,0.053892,,"strict=Y published=Y tracklet-used=4/4 sep=46.5""/gate=1085.8""","nearest other 294.851""",none,M8,STILL_LIVE,clean,lk767c4c6740770fdd,"4-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.080891"" (baseline 0.053892"") with every observation used (4/4); coarse separation 46.5"" inside a 1085.8"" gate; extends the published arc by 1788 d."
289,B,"single tracklet, caveat-free",2025 MQ132,1,P113r5n@F51/n59061,F51,3,1785.7,-5.85,0.10254,0.07072,,"strict=Y published=Y tracklet-used=3/3 sep=28.0""/gate=1091.8""","nearest other 86.641""",none,M8,STILL_LIVE,clean,lk144e8f6036f5562e,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10254"" (baseline 0.07072"") with every observation used (3/3); coarse separation 28.0"" inside a 1091.8"" gate; extends the published arc by 1786 d."
290,B,"single tracklet, caveat-free",2025 PM268,1,P115o3n@F51/n59102,F51,3,1783.1,-5.74,0.12891,0.11621,,"strict=Y published=Y tracklet-used=3/3 sep=31.1""/gate=1071.1""","nearest other 348.379""",none,M9-partitions,STILL_LIVE,clean,lk50b55587bbdefcc8,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.12891"" (baseline 0.11621"") with every observation used (3/3); coarse separation 31.1"" inside a 1071.1"" gate; extends the published arc by 1783 d."
291,B,"single tracklet, caveat-free",2025 PO67,1,P115Pqm@F51/n59105,F51,4,1780.1,-5.73,0.098607,0.10318,,"strict=Y published=Y tracklet-used=4/4 sep=10.5""/gate=1069.6""","nearest other 160.008""",none,M8,STILL_LIVE,clean,lk21b5eae094b6d909,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.098607"" (baseline 0.10318"") with every observation used (4/4); coarse separation 10.5"" inside a 1069.6"" gate; extends the published arc by 1780 d."
292,B,"single tracklet, caveat-free",2025 NA535,1,P114Ice@F51/n59084,F51,3,1780.0,-5.79,0.080845,0.051478,,"strict=Y published=Y tracklet-used=3/3 sep=73.4""/gate=1080.2""",clean,none,M9-partitions,STILL_LIVE,clean,lk771dc9251d2a09cc,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.080845"" (baseline 0.051478"") with every observation used (3/3); coarse separation 73.4"" inside a 1080.2"" gate; extends the published arc by 1780 d."
293,B,"single tracklet, caveat-free",2025 NZ390,1,P214r23@F52/n59080,F52,3,1777.8,-5.8,0.10887,0.081893,,"strict=Y published=Y tracklet-used=3/3 sep=9.7""/gate=1082.3""",clean,none,M9-partitions,STILL_LIVE,clean,lk03d84033eccc12ad,"3-observation F52 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10887"" (baseline 0.081893"") with every observation used (3/3); coarse separation 9.7"" inside a 1082.3"" gate; extends the published arc by 1778 d."
294,B,"single tracklet, caveat-free",2025 MU138,1,P113OYN@F51/n59074,F51,3,1772.9,-5.82,0.068216,0.036516,,"strict=Y published=Y tracklet-used=3/3 sep=15.3""/gate=1085.3""","nearest other 181.028""",none,M8,STILL_LIVE,clean,lk9ed6027a48c15782,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.068216"" (baseline 0.036516"") with every observation used (3/3); coarse separation 15.3"" inside a 1085.3"" gate; extends the published arc by 1773 d."
295,B,"single tracklet, caveat-free",2025 NN380,1,P114KyK@F51/n59084,F51,4,1772.9,-5.79,0.11012,0.099343,,"strict=Y published=Y tracklet-used=4/4 sep=79.0""/gate=1080.2""","nearest other 337.921""",none,M9-partitions,STILL_LIVE,clean,lk32fb74fa39f3caa3,"4-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.11012"" (baseline 0.099343"") with every observation used (4/4); coarse separation 79.0"" inside a 1080.2"" gate; extends the published arc by 1773 d."
296,B,"single tracklet, caveat-free",2025 MA106,1,P113ORA@F51/n59074,F51,3,1772.8,-5.82,0.06743,0.054667,,"strict=Y published=Y tracklet-used=3/3 sep=13.0""/gate=1085.3""","nearest other 354.153""",none,M8,STILL_LIVE,clean,lkd821b70d004157bd,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.06743"" (baseline 0.054667"") with every observation used (3/3); coarse separation 13.0"" inside a 1085.3"" gate; extends the published arc by 1773 d."
297,B,"single tracklet, caveat-free",2025 MB215,1,P213Qac@F52/n59074,F52,3,1772.8,-5.82,0.11561,0.094803,,"strict=Y published=Y tracklet-used=3/3 sep=32.3""/gate=1085.3""",clean,none,M8,STILL_LIVE,clean,lk1ba4c2eadcd6b79e,"3-observation F52 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.11561"" (baseline 0.094803"") with every observation used (3/3); coarse separation 32.3"" inside a 1085.3"" gate; extends the published arc by 1773 d."
298,B,"single tracklet, caveat-free",2025 MH255,1,P113OBA@F51/n59074,F51,4,1772.8,-5.82,0.085869,0.079328,,"strict=Y published=Y tracklet-used=4/4 sep=31.3""/gate=1085.3""","nearest other 144.984""",none,M8,STILL_LIVE,clean,lk6b05aac8a9916fc5,"4-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.085869"" (baseline 0.079328"") with every observation used (4/4); coarse separation 31.3"" inside a 1085.3"" gate; extends the published arc by 1773 d."
299,B,"single tracklet, caveat-free",2025 MJ234,1,P11421z@F51/n59076,F51,3,1770.8,-5.81,0.049535,0.043387,,"strict=Y published=Y tracklet-used=3/3 sep=3.6""/gate=1084.3""","nearest other 356.882""",none,M8,STILL_LIVE,clean,lk308e2fe2e72a3069,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.049535"" (baseline 0.043387"") with every observation used (3/3); coarse separation 3.6"" inside a 1084.3"" gate; extends the published arc by 1771 d."
300,B,"single tracklet, caveat-free",2025 PX141,1,P115Ebb@F51/n59104,F51,3,1769.8,-5.74,0.062194,0.053499,,"strict=Y published=Y tracklet-used=3/3 sep=5.8""/gate=269.4""","nearest other 46.077""",none,M8,STILL_LIVE,clean,lk254e05234fd237b9,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.062194"" (baseline 0.053499"") with every observation used (3/3); coarse separation 5.8"" inside a 269.4"" gate; extends the published arc by 1770 d."
301,B,"single tracklet, caveat-free",2025 OE638,1,P115PUb@F51/n59105,F51,3,1768.8,-5.73,0.065517,0.060736,,"strict=Y published=Y tracklet-used=3/3 sep=26.3""/gate=1069.6""","nearest other 198.842""",none,M9-partitions,STILL_LIVE,clean,lkf996ebb43ebb35af,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.065517"" (baseline 0.060736"") with every observation used (3/3); coarse separation 26.3"" inside a 1069.6"" gate; extends the published arc by 1769 d."
302,B,"single tracklet, caveat-free",2025 OR261,1,P115Sf3@F51/n59105,F51,3,1768.7,-5.73,0.14004,0.12276,,"strict=Y published=Y tracklet-used=3/3 sep=21.7""/gate=269.2""","nearest other 251.732""",none,M9-extension,STILL_LIVE,clean,lk955f5e4e22dbb2a1,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.14004"" (baseline 0.12276"") with every observation used (3/3); coarse separation 21.7"" inside a 269.2"" gate; extends the published arc by 1769 d."
303,B,"single tracklet, caveat-free",2025 MK171,1,P114pOQ@F51/n59080,F51,3,1766.9,-5.8,0.059285,0.05944,,"strict=Y published=Y tracklet-used=3/3 sep=8.4""/gate=272.4""","nearest other 215.308""",none,M8,STILL_LIVE,clean,lk7ef656096bcaa6b7,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.059285"" (baseline 0.05944"") with every observation used (3/3); coarse separation 8.4"" inside a 272.4"" gate; extends the published arc by 1767 d."
304,B,"single tracklet, caveat-free",2025 MT123,1,P114nx4@F51/n59080,F51,4,1766.8,-5.8,0.070064,0.056045,,"strict=Y published=Y tracklet-used=4/4 sep=4.7""/gate=1082.2""","nearest other 95.716""",none,M8,STILL_LIVE,clean,lkd395252b95691f60,"4-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.070064"" (baseline 0.056045"") with every observation used (4/4); coarse separation 4.7"" inside a 1082.2"" gate; extends the published arc by 1767 d."
305,B,"single tracklet, caveat-free",2025 OF203,1,P116btt@F51/n59107,F51,3,1766.8,-5.73,0.08001,0.071127,,"strict=Y published=Y tracklet-used=3/3 sep=16.4""/gate=269.0""","nearest other 16.796""",none,M9-extension,STILL_LIVE,clean,lk44f2267af2d46c9c,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.08001"" (baseline 0.071127"") with every observation used (3/3); coarse separation 16.4"" inside a 269.0"" gate; extends the published arc by 1767 d."
306,B,"single tracklet, caveat-free",2025 OJ471,1,P116shT@F51/n59109,F51,4,1764.8,-5.72,0.078249,0.066301,,"strict=Y published=Y tracklet-used=4/4 sep=28.4""/gate=1067.5""","nearest other 157.487""",none,M8,STILL_LIVE,clean,lk685e02703f1f85c6,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.078249"" (baseline 0.066301"") with every observation used (4/4); coarse separation 28.4"" inside a 1067.5"" gate; extends the published arc by 1765 d."
307,B,"single tracklet, caveat-free",2025 OT579,1,P116skj@F51/n59109,F51,4,1764.8,-5.72,0.067226,0.037152,,"strict=Y published=Y tracklet-used=4/4 sep=11.3""/gate=268.8""","nearest other 221.652""",none,M8,STILL_LIVE,clean,lk39391d55bc505135,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.067226"" (baseline 0.037152"") with every observation used (4/4); coarse separation 11.3"" inside a 268.8"" gate; extends the published arc by 1765 d."
308,B,"single tracklet, caveat-free",2025 QX75,1,P1180gp@F51/n59137,F51,3,1764.8,-5.65,0.088084,0.080769,,"strict=Y published=Y tracklet-used=3/3 sep=0.4""/gate=158.5""","nearest other 162.082""",none,M8,STILL_LIVE,clean,lk1a393e71f173521c,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.088084"" (baseline 0.080769"") with every observation used (3/3); coarse separation 0.4"" inside a 158.5"" gate; extends the published arc by 1765 d."
309,B,"single tracklet, caveat-free",2025 MG140,1,P114HTX@F51/n59084,F51,3,1762.9,-5.79,0.050932,0.040381,,"strict=Y published=Y tracklet-used=3/3 sep=7.3""/gate=1080.2""","nearest other 209.622""",none,M8,STILL_LIVE,clean,lkde84ae25a5dce394,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.050932"" (baseline 0.040381"") with every observation used (3/3); coarse separation 7.3"" inside a 1080.2"" gate; extends the published arc by 1763 d."
310,B,"single tracklet, caveat-free",2025 QE139,1,C38ET62@G96/n59112,G96,4,1761.9,-5.72,0.12073,0.076028,,"strict=Y published=Y tracklet-used=4/4 sep=6.9""/gate=268.4""","nearest other 238.992""",none,M8,STILL_LIVE,clean,lk255b604ed2e81383,"4-observation G96 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.12073"" (baseline 0.076028"") with every observation used (4/4); coarse separation 6.9"" inside a 268.4"" gate; extends the published arc by 1762 d."
311,B,"single tracklet, caveat-free",2025 QL197,1,P118thC@F51/n59142,F51,4,1761.9,-5.63,0.085205,0.060637,,"strict=Y published=Y tracklet-used=4/4 sep=33.8""/gate=1050.8""","nearest other 232.747""",none,M8,STILL_LIVE,clean,lkad700597f9e5d132,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.085205"" (baseline 0.060637"") with every observation used (4/4); coarse separation 33.8"" inside a 1050.8"" gate; extends the published arc by 1762 d."
312,B,"single tracklet, caveat-free",2025 QL59,1,P118Bxc@F51/n59142,F51,4,1759.7,-5.63,0.12775,0.13031,,"strict=Y published=Y tracklet-used=4/4 sep=35.7""/gate=1050.8""",clean,none,M8,STILL_LIVE,clean,lk0071f7b27eaca843,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.12775"" (baseline 0.13031"") with every observation used (4/4); coarse separation 35.7"" inside a 1050.8"" gate; extends the published arc by 1760 d."
313,B,"single tracklet, caveat-free",2025 NN82,1,P116BWB@F51/n59110,F51,3,1752.6,-5.72,0.087548,0.069296,,"strict=Y published=Y tracklet-used=3/3 sep=39.2""/gate=1067.0""","nearest other 227.692""",none,M8,STILL_LIVE,clean,lk863066085b313249,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.087548"" (baseline 0.069296"") with every observation used (3/3); coarse separation 39.2"" inside a 1067.0"" gate; extends the published arc by 1753 d."
314,B,"single tracklet, caveat-free",2025 NF142,1,P1162CY@F51/n59106,F51,4,1751.9,-5.73,0.089968,0.082839,,"strict=Y published=Y tracklet-used=4/4 sep=15.7""/gate=1069.1""","nearest other 237.579""",none,M8,STILL_LIVE,clean,lk3ce7e32c737e59e6,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.089968"" (baseline 0.082839"") with every observation used (4/4); coarse separation 15.7"" inside a 1069.1"" gate; extends the published arc by 1752 d."
315,B,"single tracklet, caveat-free",2025 NT170,1,P115ZKi@F51/n59106,F51,4,1751.8,-5.73,0.12111,0.055697,,"strict=Y published=Y tracklet-used=4/4 sep=49.0""/gate=1069.1""",clean,none,M8,STILL_LIVE,clean,lk76509576e3da474d,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.12111"" (baseline 0.055697"") with every observation used (4/4); coarse separation 49.0"" inside a 1069.1"" gate; extends the published arc by 1752 d."
316,B,"single tracklet, caveat-free",2025 ND119,1,P115ZMm@F51/n59106,F51,4,1750.9,-5.73,0.08176,0.076054,,"strict=Y published=Y tracklet-used=4/4 sep=52.5""/gate=1069.1""",clean,none,M8,STILL_LIVE,clean,lk6de2935d8601a4ce,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.08176"" (baseline 0.076054"") with every observation used (4/4); coarse separation 52.5"" inside a 1069.1"" gate; extends the published arc by 1751 d."
317,B,"single tracklet, caveat-free",2025 NQ163,1,P116gIu@F51/n59108,F51,3,1749.9,-5.73,0.14102,0.13238,,"strict=Y published=Y tracklet-used=3/3 sep=17.1""/gate=1068.1""","nearest other 189.793""",none,M8,STILL_LIVE,clean,lk8b835fd1d84918d6,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.14102"" (baseline 0.13238"") with every observation used (3/3); coarse separation 17.1"" inside a 1068.1"" gate; extends the published arc by 1750 d."
318,B,"single tracklet, caveat-free",2026 GS8,1,P11ft4k@F51/n59320,F51,4,1748.2,-5.15,0.063239,0.063916,,"strict=Y published=Y tracklet-used=4/4 sep=3.4""/gate=242.3""",clean,none,M8,STILL_LIVE,clean,lk145b2a6a6a8fbc66,"4-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.063239"" (baseline 0.063916"") with every observation used (4/4); coarse separation 3.4"" inside a 242.3"" gate; extends the published arc by 1748 d."
319,B,"single tracklet, caveat-free",2025 MT334,1,P115z07@F51/n59104,F51,4,1742.8,-5.74,0.050439,0.038924,,"strict=Y published=Y tracklet-used=4/4 sep=12.3""/gate=1070.1""","nearest other 118.744""",none,M8,STILL_LIVE,clean,lkd0341c37540c0c6f,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.050439"" (baseline 0.038924"") with every observation used (4/4); coarse separation 12.3"" inside a 1070.1"" gate; extends the published arc by 1743 d."
320,B,"single tracklet, caveat-free",2025 MH109,1,P115Pa1@F51/n59105,F51,4,1741.9,-5.73,0.086152,0.044744,,"strict=Y published=Y tracklet-used=4/4 sep=78.5""/gate=1069.6""","nearest other 215.327""",none,M9-extension,STILL_LIVE,clean,lka2e3e36b9d14504b,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.086152"" (baseline 0.044744"") with every observation used (4/4); coarse separation 78.5"" inside a 1069.6"" gate; extends the published arc by 1742 d."
321,B,"single tracklet, caveat-free",2025 MB225,1,P1162SW@F51/n59106,F51,4,1740.9,-5.73,0.10441,0.087702,,"strict=Y published=Y tracklet-used=4/4 sep=9.6""/gate=1069.1""","nearest other 130.777""",none,M8,STILL_LIVE,clean,lkf57542107ba4d10e,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10441"" (baseline 0.087702"") with every observation used (4/4); coarse separation 9.6"" inside a 1069.1"" gate; extends the published arc by 1741 d."
322,B,"single tracklet, caveat-free",2025 MP293,1,P2166RS@F52/n59106,F52,3,1740.9,-5.73,0.088547,0.065104,,"strict=Y published=Y tracklet-used=3/3 sep=3.3""/gate=1069.1""","nearest other 94.755""",none,M8,STILL_LIVE,clean,lkbf3c1ee050b88eea,"3-observation F52 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.088547"" (baseline 0.065104"") with every observation used (3/3); coarse separation 3.3"" inside a 1069.1"" gate; extends the published arc by 1741 d."
323,B,"single tracklet, caveat-free",2025 MS354,1,P1162Xw@F51/n59106,F51,3,1740.9,-5.73,0.078075,0.050871,,"strict=Y published=Y tracklet-used=3/3 sep=22.6""/gate=1069.1""",clean,none,M8,STILL_LIVE,clean,lk2e5fa0005ae3894f,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.078075"" (baseline 0.050871"") with every observation used (3/3); coarse separation 22.6"" inside a 1069.1"" gate; extends the published arc by 1741 d."
324,B,"single tracklet, caveat-free",2025 MA143,1,P116aQg@F51/n59107,F51,4,1739.9,-5.73,0.086738,0.094136,,"strict=Y published=Y tracklet-used=4/4 sep=26.8""/gate=1068.6""","nearest other 168.793""",none,M8,STILL_LIVE,clean,lk32c359774b46caa6,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.086738"" (baseline 0.094136"") with every observation used (4/4); coarse separation 26.8"" inside a 1068.6"" gate; extends the published arc by 1740 d."
325,B,"single tracklet, caveat-free",2025 ME102,1,P116bvh@F51/n59107,F51,3,1739.8,-5.73,0.062579,0.046374,,"strict=Y published=Y tracklet-used=3/3 sep=11.6""/gate=1068.6""","nearest other 67.74""",none,M8,STILL_LIVE,clean,lk543351bdd3400cef,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.062579"" (baseline 0.046374"") with every observation used (3/3); coarse separation 11.6"" inside a 1068.6"" gate; extends the published arc by 1740 d."
326,B,"single tracklet, caveat-free",2025 MS299,1,P116aHb@F51/n59107,F51,3,1739.8,-5.73,0.06462,0.063679,,"strict=Y published=Y tracklet-used=3/3 sep=27.4""/gate=1068.5""",clean,none,M8,STILL_LIVE,clean,lkf676a655c5d070f8,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.06462"" (baseline 0.063679"") with every observation used (3/3); coarse separation 27.4"" inside a 1068.5"" gate; extends the published arc by 1740 d."
327,B,"single tracklet, caveat-free",2025 MH102,1,P116hna@F51/n59108,F51,3,1738.9,-5.73,0.088876,0.089377,,"strict=Y published=Y tracklet-used=3/3 sep=4.2""/gate=1068.1""","nearest other 272.213""",none,M8,STILL_LIVE,clean,lk458a67f1943ffc30,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.088876"" (baseline 0.089377"") with every observation used (3/3); coarse separation 4.2"" inside a 1068.1"" gate; extends the published arc by 1739 d."
328,B,"single tracklet, caveat-free",2025 MJ239,1,P116gFD@F51/n59108,F51,4,1738.9,-5.73,0.12928,0.11522,,"strict=Y published=Y tracklet-used=4/4 sep=20.7""/gate=1068.1""",clean,none,M8,STILL_LIVE,clean,lk5bcfff6220823793,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.12928"" (baseline 0.11522"") with every observation used (4/4); coarse separation 20.7"" inside a 1068.1"" gate; extends the published arc by 1739 d."
329,B,"single tracklet, caveat-free",2025 MN326,1,P116qk1@F51/n59109,F51,4,1737.9,-5.72,0.070125,0.043424,,"strict=Y published=Y tracklet-used=4/4 sep=22.7""/gate=1067.6""",clean,none,M8,STILL_LIVE,clean,lkf77b7f3c247bb24d,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.070125"" (baseline 0.043424"") with every observation used (4/4); coarse separation 22.7"" inside a 1067.6"" gate; extends the published arc by 1738 d."
330,B,"single tracklet, caveat-free",2025 OT418,1,P117XPw@F51/n59137,F51,4,1737.9,-5.65,0.13881,0.14309,,"strict=Y published=Y tracklet-used=4/4 sep=19.5""/gate=265.3""",clean,none,M9-extension,STILL_LIVE,clean,lk9616034b2298cf5c,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.13881"" (baseline 0.14309"") with every observation used (4/4); coarse separation 19.5"" inside a 265.3"" gate; extends the published arc by 1738 d."
331,B,"single tracklet, caveat-free",2025 MJ300,1,P116sis@F51/n59109,F51,4,1737.8,-5.72,0.087925,0.082341,,"strict=Y published=Y tracklet-used=4/4 sep=13.3""/gate=1067.5""",clean,none,M8,STILL_LIVE,clean,lkeee20be1940edc9e,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.087925"" (baseline 0.082341"") with every observation used (4/4); coarse separation 13.3"" inside a 1067.5"" gate; extends the published arc by 1738 d."
332,B,"single tracklet, caveat-free",2025 MS114,1,P116zQN@F51/n59110,F51,3,1736.9,-5.72,0.089092,0.086199,,"strict=Y published=Y tracklet-used=3/3 sep=79.5""/gate=1067.1""","nearest other 181.182""",none,M9-extension,STILL_LIVE,clean,lk5fa8891779918521,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.089092"" (baseline 0.086199"") with every observation used (3/3); coarse separation 79.5"" inside a 1067.1"" gate; extends the published arc by 1737 d."
333,B,"single tracklet, caveat-free",2025 OQ294,1,P1180si@F51/n59137,F51,4,1736.9,-5.65,0.087638,0.07674,,"strict=Y published=Y tracklet-used=4/4 sep=9.8""/gate=265.3""","nearest other 280.727""",none,M8,STILL_LIVE,clean,lk36177937f95b0f72,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.087638"" (baseline 0.07674"") with every observation used (4/4); coarse separation 9.8"" inside a 265.3"" gate; extends the published arc by 1737 d."
334,B,"single tracklet, caveat-free",2025 PS245,1,P117Yqt@F51/n59137,F51,3,1736.9,-5.65,0.059602,0.054405,,"strict=Y published=Y tracklet-used=3/3 sep=61.8""/gate=1053.4""","nearest other 94.642""",none,M9-extension,STILL_LIVE,clean,lk2b2a400ba5df242f,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.059602"" (baseline 0.054405"") with every observation used (3/3); coarse separation 61.8"" inside a 1053.4"" gate; extends the published arc by 1737 d."
335,B,"single tracklet, caveat-free",2025 MP229,1,P116BWJ@F51/n59110,F51,3,1736.7,-5.72,0.048074,0.042548,,"strict=Y published=Y tracklet-used=3/3 sep=8.6""/gate=1067.0""","nearest other 86.669""",none,M8,STILL_LIVE,clean,lkefbf1d43e5db7c2c,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.048074"" (baseline 0.042548"") with every observation used (3/3); coarse separation 8.6"" inside a 1067.0"" gate; extends the published arc by 1737 d."
336,B,"single tracklet, caveat-free",2025 QW199,1,P118sx1@F51/n59142,F51,4,1732.9,-5.63,0.086347,0.079144,,"strict=Y published=Y tracklet-used=4/4 sep=26.7""/gate=1050.8""","nearest other 351.187""",none,M8,STILL_LIVE,clean,lk53461cd7e5e9f3e3,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.086347"" (baseline 0.079144"") with every observation used (4/4); coarse separation 26.7"" inside a 1050.8"" gate; extends the published arc by 1733 d."
337,B,"single tracklet, caveat-free",2025 PO173,1,P118taB@F51/n59142,F51,3,1731.9,-5.63,0.10018,0.035894,,"strict=Y published=Y tracklet-used=3/3 sep=47.4""/gate=1050.8""","nearest other 180.674""",none,M8,STILL_LIVE,clean,lk0157d99d7ccfb182,"3-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.10018"" (baseline 0.035894"") with every observation used (3/3); coarse separation 47.4"" inside a 1050.8"" gate; extends the published arc by 1732 d."
338,B,"single tracklet, caveat-free",2025 PU98,1,P118BDU@F51/n59142,F51,4,1731.8,-5.63,0.091812,0.074474,,"strict=Y published=Y tracklet-used=4/4 sep=3.9""/gate=264.6""",clean,none,M8,STILL_LIVE,clean,lk5bd51449ceef511b,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.091812"" (baseline 0.074474"") with every observation used (4/4); coarse separation 3.9"" inside a 264.6"" gate; extends the published arc by 1732 d."
339,B,"single tracklet, caveat-free",2025 NQ28,1,P117OOm@F51/n59136,F51,4,1721.9,-5.65,0.10345,0.061509,,"strict=Y published=Y tracklet-used=4/4 sep=3.7""/gate=1053.9""","nearest other 19.002""",none,M8,STILL_LIVE,clean,lk8967ceba3fbdb2f3,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10345"" (baseline 0.061509"") with every observation used (4/4); coarse separation 3.7"" inside a 1053.9"" gate; extends the published arc by 1722 d."
340,B,"single tracklet, caveat-free",2025 NW122,1,P117Yik@F51/n59137,F51,4,1720.0,-5.65,0.098217,0.083181,,"strict=Y published=Y tracklet-used=4/4 sep=13.7""/gate=265.3""","nearest other 145.113""",none,M9-extension,STILL_LIVE,clean,lk2367503bb3ce8a65,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.098217"" (baseline 0.083181"") with every observation used (4/4); coarse separation 13.7"" inside a 265.3"" gate; extends the published arc by 1720 d."
341,B,"single tracklet, caveat-free",2025 NB58,1,P1186MY@F51/n59138,F51,3,1719.8,-5.64,0.057066,0.057432,,"strict=Y published=Y tracklet-used=3/3 sep=45.0""/gate=1052.8""",clean,none,M8,STILL_LIVE,clean,lk2c98ed93f741c398,"3-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.057066"" (baseline 0.057432"") with every observation used (3/3); coarse separation 45.0"" inside a 1052.8"" gate; extends the published arc by 1720 d."
342,B,"single tracklet, caveat-free",2025 MG141,1,P117z6t@F51/n59132,F51,4,1714.9,-5.66,0.12655,0.13102,,"strict=Y published=Y tracklet-used=4/4 sep=78.6""/gate=1055.9""",clean,none,M9-extension,STILL_LIVE,clean,lkf2b43d6b24156f3f,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.12655"" (baseline 0.13102"") with every observation used (4/4); coarse separation 78.6"" inside a 1055.9"" gate; extends the published arc by 1715 d."
